suburb,rooms,type,price,method,seller_g,date,distance,postcode,bedroom2,bathroom,car,landsize,council_area,latitude,longitude,region_name,property_count,yr_qtr
Bentleigh East,3,t,1260000.0,S,Woodards,2017-07-29,13.8,3165.0,3.0,2.0,2.0,669.0,Glen Eira City Council,-37.91289,145.08065,Southern Metropolitan,10969.0,2017.3
Bentleigh East,4,h,1780000.0,S,Woodards,2017-07-29,13.8,3165.0,4.0,2.0,2.0,577.0,Glen Eira City Council,-37.9145,145.05899,Southern Metropolitan,10969.0,2017.3
Bentleigh East,3,h,900000.0,S,Gary,2017-07-29,13.8,3165.0,3.0,2.0,2.0,264.0,Glen Eira City Council,-37.91155,145.076,Southern Metropolitan,10969.0,2017.3
Bentleigh East,2,u,592000.0,S,Gary,2017-07-29,13.8,3165.0,2.0,1.0,1.0,121.0,Glen Eira City Council,-37.91051,145.07139,Southern Metropolitan,10969.0,2017.3
Bentleigh East,2,u,860000.0,S,hockingstuart,2017-07-22,13.8,3165.0,2.0,1.0,1.0,230.0,Glen Eira City Council,-37.9236,145.05913,Southern Metropolitan,10969.0,2017.3
Bentleigh East,3,h,883000.0,S,Greg,2017-07-15,13.8,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.91182,145.07013,Southern Metropolitan,10969.0,2017.3
Bentleigh East,4,t,1200000.0,VB,Buxton,2017-08-12,13.8,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.3
Bentleigh East,3,h,1290000.0,S,Buxton,2017-08-12,13.8,3165.0,3.0,1.0,2.0,537.0,Glen Eira City Council,-37.92445,145.06824,Southern Metropolitan,10969.0,2017.3
Bentleigh East,3,h,1175000.0,SP,Gary,2017-08-12,13.8,3165.0,3.0,1.0,2.0,700.0,Glen Eira City Council,-37.92689,145.05879,Southern Metropolitan,10969.0,2017.3
Bentleigh East,3,t,955000.0,S,hockingstuart,2017-05-27,13.8,3165.0,3.0,2.0,2.0,225.0,Glen Eira City Council,-37.91425,145.08376,Southern Metropolitan,10969.0,2017.2
Bentleigh East,4,t,1300000.0,S,Buxton,2017-05-27,13.8,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.2
Bentleigh East,4,h,1520000.0,S,Buxton,2017-09-16,13.8,3165.0,4.0,2.0,2.0,648.0,Glen Eira City Council,-37.90609,145.0551,Southern Metropolitan,10969.0,2017.3
Bentleigh East,4,t,1250000.0,VB,Buxton,2017-09-16,13.8,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.3
Bentleigh East,3,h,1070000.0,VB,Jellis,2017-09-16,13.8,3165.0,3.0,1.0,3.0,585.0,Glen Eira City Council,-37.92041,145.07901,Southern Metropolitan,10969.0,2017.3
Bentleigh East,2,t,860000.0,S,Hodges,2017-08-26,13.8,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.3
Bentleigh East,4,h,1262500.0,S,hockingstuart,2017-05-13,13.9,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.2
Bentleigh East,4,h,1384000.0,S,Gary,2017-07-15,13.8,3165.0,4.0,3.0,2.0,631.0,Glen Eira City Council,-37.9108,145.07908,Southern Metropolitan,10969.0,2017.3
Bentleigh East,3,h,1175000.0,S,Buxton,2017-05-20,13.9,3165.0,3.0,1.0,2.0,625.0,Glen Eira City Council,-37.911,145.075,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,h,1767000.0,S,Woodards,2017-05-27,13.8,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.2
Bentleigh East,4,t,1430000.0,S,McGrath,2017-06-24,13.8,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,h,1225000.0,SP,Buxton,2017-06-24,13.8,3165.0,3.0,1.0,2.0,580.0,Glen Eira City Council,-37.90984,145.08001,Southern Metropolitan,10969.0,2017.2
Bentleigh East,4,h,1815000.0,S,hockingstuart,2017-06-24,13.8,3165.0,4.0,3.0,2.0,933.0,Glen Eira City Council,-37.91954,145.07637,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,t,817000.0,S,Buxton,2017-06-24,13.8,3165.0,3.0,1.0,2.0,332.0,Glen Eira City Council,-37.93462,145.06562,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,h,1410000.0,S,Buxton,2017-06-24,13.8,3165.0,3.0,2.0,3.0,722.0,Glen Eira City Council,-37.93179,145.06957,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,t,1303000.0,S,McGrath,2017-06-24,13.8,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,h,1228000.0,S,hockingstuart,2017-06-17,13.8,3165.0,3.0,1.0,2.0,623.0,Glen Eira City Council,-37.91943,145.06801,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,t,850000.0,PI,Buxton,2017-06-17,13.8,3165.0,3.0,2.0,1.0,200.0,Glen Eira City Council,-37.91847,145.08101,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,u,999000.0,S,hockingstuart,2017-06-17,13.8,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.2
Bentleigh East,4,h,1330000.0,PI,hockingstuart,2017-06-17,13.8,3165.0,4.0,2.0,2.0,566.0,Glen Eira City Council,-37.91503,145.07997,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,h,1525000.0,PI,Buxton,2017-06-17,13.8,3165.0,3.0,1.0,3.0,581.0,Glen Eira City Council,-37.9178,145.05414,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,t,950000.0,PI,Buxton,2017-06-17,13.8,3165.0,3.0,2.0,2.0,163.0,Glen Eira City Council,-37.9217,145.0733,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,t,1350000.0,SP,Buxton,2017-05-27,13.8,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,h,1617000.0,S,Buxton,2017-06-17,13.8,3165.0,3.0,1.0,2.0,650.0,Glen Eira City Council,-37.91905,145.05597,Southern Metropolitan,10969.0,2017.2
Bentleigh East,5,h,1590000.0,S,Buxton,2017-06-03,13.8,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,h,1315000.0,S,Buxton,2017-06-03,13.8,3165.0,3.0,1.0,2.0,617.0,Glen Eira City Council,-37.92284,145.06423,Southern Metropolitan,10969.0,2017.2
Bentleigh East,4,h,1620000.0,S,hockingstuart,2017-06-03,13.8,3165.0,4.0,2.0,2.0,426.0,Glen Eira City Council,-37.91657,145.05534,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,t,935000.0,S,hockingstuart,2017-06-03,13.8,3165.0,3.0,2.0,2.0,244.0,Glen Eira City Council,-37.9203,145.08074,Southern Metropolitan,10969.0,2017.2
Bentleigh East,4,h,1580000.0,S,Buxton,2017-06-03,13.8,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.2
Bentleigh East,4,h,1460000.0,SP,Gary,2017-06-03,13.8,3165.0,4.0,1.0,2.0,722.0,Glen Eira City Council,-37.91311,145.06496,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,h,1185000.0,PI,McGrath,2017-06-03,13.8,3165.0,3.0,2.0,2.0,644.0,Glen Eira City Council,-37.92332,145.07483,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,h,1450000.0,SP,Buxton,2017-06-03,13.8,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,h,825000.0,S,hockingstuart,2017-05-06,13.9,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9195,145.0686,Southern Metropolitan,10969.0,2017.2
Bentleigh East,4,h,1515000.0,S,Buxton,2017-05-06,13.9,3165.0,4.0,3.0,2.0,635.0,Glen Eira City Council,-37.9107,145.0745,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,t,1200000.0,PI,Purplebricks,2017-05-13,13.9,3165.0,3.0,2.0,2.0,369.0,Glen Eira City Council,-37.9092,145.0728,Southern Metropolitan,10969.0,2017.2
Bentleigh East,4,h,1370000.0,VB,Gary,2017-08-26,13.8,3165.0,4.0,3.0,3.0,605.0,Glen Eira City Council,-37.91487,145.06623,Southern Metropolitan,10969.0,2017.3
Bentleigh East,3,h,1151000.0,S,Woodards,2017-08-26,13.8,3165.0,3.0,1.0,3.0,583.0,Glen Eira City Council,-37.92914,145.07295,Southern Metropolitan,10969.0,2017.3
Bentleigh East,3,h,1316000.0,S,hockingstuart,2017-06-17,13.8,3165.0,3.0,1.0,1.0,636.0,Glen Eira City Council,-37.92463,145.06051,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,h,986000.0,S,Buxton,2017-04-08,13.9,3165.0,3.0,1.0,3.0,337.0,Glen Eira City Council,-37.9331,145.0586,Southern Metropolitan,10969.0,2017.2
Bentleigh East,4,h,1580000.0,S,Buxton,2017-06-03,13.8,3165.0,4.0,2.0,2.0,604.0,Glen Eira City Council,-37.91327,145.07917,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,t,767000.0,S,Gary,2017-05-13,13.9,3165.0,3.0,1.0,2.0,162.0,Glen Eira City Council,-37.9229,145.0538,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,t,1055000.0,SP,Buxton,2017-05-20,13.9,3165.0,3.0,2.0,2.0,301.0,Glen Eira City Council,-37.9167,145.077,Southern Metropolitan,10969.0,2017.2
Bentleigh East,4,h,1261000.0,S,hockingstuart,2017-05-20,13.9,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,t,1225000.0,S,hockingstuart,2017-05-20,13.9,3165.0,3.0,2.0,2.0,372.0,Glen Eira City Council,-37.9127,145.0694,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,h,830000.0,PI,Thomson,2017-05-13,13.9,3165.0,3.0,1.0,2.0,290.0,Glen Eira City Council,-37.9292,145.0689,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,t,1270000.0,S,hockingstuart,2017-05-20,13.9,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.2
Bentleigh East,2,u,555000.0,S,Buxton,2017-05-20,13.9,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.2
Bentleigh East,5,h,1351000.0,S,Buxton,2017-05-20,13.9,3165.0,5.0,2.0,2.0,652.0,Glen Eira City Council,-37.9311,145.0651,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,t,1050000.0,S,Buxton,2017-05-20,13.9,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.2
Bentleigh East,4,t,1030000.0,PI,Woodards,2017-05-20,13.9,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,h,810000.0,PI,Buxton,2017-05-20,13.9,3165.0,3.0,1.0,1.0,294.0,Glen Eira City Council,-37.919,145.0803,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,u,750000.0,PI,hockingstuart,2017-04-22,13.9,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,h,890000.0,S,hockingstuart,2017-05-27,13.8,3165.0,3.0,2.0,1.0,260.0,Glen Eira City Council,-37.92188,145.07266,Southern Metropolitan,10969.0,2017.2
Bentleigh East,2,u,535000.0,SP,hockingstuart,2017-04-29,13.9,3165.0,2.0,1.0,1.0,1026.0,Glen Eira City Council,-37.911,145.0711,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,h,1640000.0,S,Buxton,2017-04-29,13.9,3165.0,3.0,1.0,2.0,733.0,Glen Eira City Council,-37.9219,145.0518,Southern Metropolitan,10969.0,2017.2
Bentleigh East,2,h,1962000.0,S,Buxton,2017-05-20,13.9,3165.0,2.0,1.0,2.0,848.0,Glen Eira City Council,-37.9199,145.0573,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,h,1510000.0,S,Buxton,2017-04-29,13.9,3165.0,3.0,1.0,2.0,689.0,Glen Eira City Council,-37.9317,145.0524,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,u,809000.0,S,Woodards,2017-04-29,13.9,3165.0,3.0,1.0,1.0,289.0,Glen Eira City Council,-37.9211,145.0671,Southern Metropolitan,10969.0,2017.2
Bentleigh East,5,h,1220000.0,S,Buxton,2017-07-01,13.8,3165.0,5.0,2.0,2.0,611.0,Glen Eira City Council,-37.93228,145.07026,Southern Metropolitan,10969.0,2017.3
Bentleigh East,3,h,1251000.0,S,hockingstuart,2017-04-29,13.9,3165.0,3.0,1.0,1.0,612.0,Glen Eira City Council,-37.9133,145.0719,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,h,959000.0,S,Ray,2017-04-29,13.9,3165.0,3.0,2.0,2.0,557.0,Glen Eira City Council,-37.9076,145.068,Southern Metropolitan,10969.0,2017.2
Bentleigh East,4,h,1860000.0,PI,hockingstuart,2017-05-13,13.9,3165.0,4.0,3.0,2.0,620.0,Glen Eira City Council,-37.9228,145.0555,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,t,965000.0,S,Buxton,2017-04-29,13.9,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.2
Bentleigh East,4,h,1292000.0,S,Woodards,2017-04-29,13.9,3165.0,4.0,1.0,2.0,587.0,Glen Eira City Council,-37.9194,145.057,Southern Metropolitan,10969.0,2017.2
Bentleigh East,4,t,1275000.0,S,Buxton,2017-04-29,13.9,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.2
Bentleigh East,4,t,1210000.0,S,Buxton,2017-04-29,13.9,3165.0,3.0,2.0,2.0,583.0,Glen Eira City Council,-37.9209,145.0686,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,h,1165000.0,S,Buxton,2017-04-29,13.9,3165.0,3.0,1.0,2.0,589.0,Glen Eira City Council,-37.9297,145.0563,Southern Metropolitan,10969.0,2017.2
Bentleigh East,3,h,1205000.0,S,Buxton,2017-04-29,13.9,3165.0,3.0,3.0,2.0,604.0,Glen Eira City Council,-37.9362,145.0663,Southern Metropolitan,10969.0,2017.2
Reservoir,2,u,433000.0,S,Ray,2016-06-27,11.2,3073.0,2.0,1.0,1.0,236.0,Darebin City Council,-37.6984,144.9997,Northern Metropolitan,21650.0,2016.2
Reservoir,4,h,885000.0,S,Ray,2016-05-28,11.2,3073.0,4.0,2.0,2.0,508.0,Darebin City Council,-37.7129,145.0047,Northern Metropolitan,21650.0,2016.2
Reservoir,3,t,580000.0,PI,Barry,2016-05-28,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.2
Reservoir,2,u,431000.0,S,Barry,2016-05-28,11.2,3073.0,2.0,1.0,1.0,139.0,Darebin City Council,-37.7175,145.0,Northern Metropolitan,21650.0,2016.2
Reservoir,3,u,550000.0,S,Barry,2016-05-28,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.2
Reservoir,2,u,405000.0,S,Barry,2016-05-28,11.2,3073.0,2.0,1.0,1.0,121.0,Darebin City Council,-37.7146,145.001,Northern Metropolitan,21650.0,2016.2
Reservoir,4,h,801000.0,S,Ray,2016-09-24,11.2,3073.0,3.0,1.0,2.0,771.0,Darebin City Council,-37.705,145.0035,Northern Metropolitan,21650.0,2016.3
Reservoir,2,h,500250.0,S,Harcourts,2017-02-25,11.2,3073.0,2.0,1.0,1.0,425.0,Darebin City Council,-37.7047,145.0252,Northern Metropolitan,21650.0,2017.1
Reservoir,2,u,477000.0,S,Nelson,2016-06-27,11.2,3073.0,2.0,1.0,2.0,115.0,Darebin City Council,-37.7156,144.9977,Northern Metropolitan,21650.0,2016.2
Reservoir,1,h,395000.0,SP,Purplebricks,2017-02-25,11.2,3073.0,1.0,1.0,1.0,94.0,Darebin City Council,-37.7186,145.011,Northern Metropolitan,21650.0,2017.1
Reservoir,2,h,401000.0,S,Nelson,2016-09-24,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.3
Reservoir,2,u,340000.0,VB,Love,2016-09-24,11.2,3073.0,2.0,1.0,1.0,151.0,Darebin City Council,-37.7126,144.99,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,866000.0,S,Nelson,2016-09-24,11.2,3073.0,3.0,1.0,2.0,569.0,Darebin City Council,-37.7313,145.0224,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,600000.0,PI,Barry,2016-09-24,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,718500.0,S,Nelson,2016-05-28,11.2,3073.0,3.0,1.0,6.0,807.0,Darebin City Council,-37.704,144.9864,Northern Metropolitan,21650.0,2016.2
Reservoir,1,u,220000.0,S,Brad,2016-09-24,11.2,3073.0,1.0,1.0,1.0,0.0,Darebin City Council,-37.7111,144.9919,Northern Metropolitan,21650.0,2016.3
Reservoir,1,u,216000.0,S,Brad,2016-09-24,11.2,3073.0,2.0,1.0,1.0,0.0,Darebin City Council,-37.7111,144.9919,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,500000.0,PI,hockingstuart,2016-06-27,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.2
Reservoir,5,h,762500.0,S,Nelson,2016-05-28,11.2,3073.0,3.0,2.0,2.0,548.0,Darebin City Council,-37.7099,145.0333,Northern Metropolitan,21650.0,2016.2
Reservoir,3,h,532000.0,SP,hockingstuart,2016-05-28,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.2
Reservoir,3,h,737000.0,S,Barry,2016-05-28,11.2,3073.0,2.0,3.0,6.0,957.0,Darebin City Council,-37.7012,145.0069,Northern Metropolitan,21650.0,2016.2
Reservoir,3,h,851000.0,S,Barry,2016-11-27,11.2,3073.0,3.0,1.0,1.0,826.0,Darebin City Council,-37.7013,145.0244,Northern Metropolitan,21650.0,2016.4
Reservoir,3,h,540000.0,S,Stockdale,2016-11-27,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.4
Reservoir,3,h,700000.0,S,Nelson,2016-09-24,11.2,3073.0,3.0,1.0,1.0,621.0,Darebin City Council,-37.7195,145.0074,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,801000.0,S,Ray,2016-11-27,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.4
Reservoir,5,h,820000.0,S,Ray,2016-11-27,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.4
Reservoir,3,h,751000.0,S,Love,2016-11-27,11.2,3073.0,3.0,1.0,2.0,604.0,Darebin City Council,-37.723,145.0024,Northern Metropolitan,21650.0,2016.4
Reservoir,3,h,822000.0,SP,Woodards,2016-06-27,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.2
Reservoir,2,h,680000.0,S,hockingstuart,2016-06-27,11.2,3073.0,2.0,1.0,1.0,750.0,Darebin City Council,-37.7089,145.0192,Northern Metropolitan,21650.0,2016.2
Reservoir,4,h,1186000.0,SP,Nelson,2016-05-28,11.2,3073.0,4.0,1.0,2.0,895.0,Darebin City Council,-37.7285,144.9964,Northern Metropolitan,21650.0,2016.2
Reservoir,2,h,615000.0,S,Barry,2016-05-28,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.2
Reservoir,2,t,652000.0,S,Nelson,2017-05-13,11.2,3073.0,2.0,2.0,2.0,254.0,Darebin City Council,-37.7071,145.0108,Northern Metropolitan,21650.0,2017.2
Reservoir,3,h,705000.0,S,Ray,2016-07-30,11.2,3073.0,3.0,1.0,3.0,513.0,Darebin City Council,-37.7243,144.9883,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,705000.0,S,Barry,2016-07-30,11.2,3073.0,3.0,1.0,1.0,437.0,Darebin City Council,-37.7291,145.021,Northern Metropolitan,21650.0,2016.3
Reservoir,4,h,680000.0,S,Ray,2016-08-28,11.2,3073.0,4.0,1.0,2.0,561.0,Darebin City Council,-37.697,144.9989,Northern Metropolitan,21650.0,2016.3
Reservoir,2,h,730000.0,VB,Ray,2016-08-28,11.2,3073.0,2.0,1.0,2.0,637.0,Darebin City Council,-37.7207,145.0196,Northern Metropolitan,21650.0,2016.3
Reservoir,2,u,430000.0,S,Barry,2016-08-28,11.2,3073.0,2.0,1.0,1.0,152.0,Darebin City Council,-37.7173,144.9976,Northern Metropolitan,21650.0,2016.3
Reservoir,2,h,610000.0,S,Nelson,2016-08-28,11.2,3073.0,3.0,1.0,2.0,383.0,Darebin City Council,-37.7103,145.0037,Northern Metropolitan,21650.0,2016.3
Reservoir,5,h,815000.0,PI,Nelson,2016-08-28,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,810000.0,S,Nelson,2016-08-28,11.2,3073.0,3.0,2.0,2.0,279.0,Darebin City Council,-37.7192,144.9971,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,633000.0,SP,Ray,2016-05-28,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.2
Reservoir,3,h,665000.0,S,Barry,2016-05-28,11.2,3073.0,3.0,1.0,1.0,467.0,Darebin City Council,-37.7219,144.9892,Northern Metropolitan,21650.0,2016.2
Reservoir,3,t,680000.0,S,Nelson,2016-09-24,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,767000.0,S,Love,2017-02-25,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.1
Reservoir,5,h,925000.0,S,Nelson,2016-09-24,11.2,3073.0,5.0,3.0,4.0,922.0,Darebin City Council,-37.6961,144.9865,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,601000.0,S,Love,2017-02-25,11.2,3073.0,3.0,1.0,2.0,460.0,Darebin City Council,-37.6917,144.9755,Northern Metropolitan,21650.0,2017.1
Reservoir,2,u,465000.0,S,Love,2017-02-25,11.2,3073.0,2.0,1.0,1.0,111.0,Darebin City Council,-37.7128,145.0075,Northern Metropolitan,21650.0,2017.1
Reservoir,2,t,420000.0,VB,Love,2016-07-26,11.2,3073.0,2.0,1.0,2.0,153.0,Darebin City Council,-37.702,145.0324,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,685000.0,S,Love,2016-07-16,11.2,3073.0,3.0,1.0,1.0,497.0,Darebin City Council,-37.7096,145.0036,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,820000.0,S,Ray,2016-07-16,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,540000.0,S,Nelson,2016-04-16,11.2,3073.0,3.0,1.0,2.0,496.0,Darebin City Council,-37.7156,144.9825,Northern Metropolitan,21650.0,2016.2
Reservoir,3,h,900000.0,S,hockingstuart,2016-11-07,11.2,3073.0,3.0,2.0,2.0,634.0,Darebin City Council,-37.7262,144.997,Northern Metropolitan,21650.0,2016.4
Reservoir,2,u,270000.0,VB,hockingstuart,2016-11-07,11.2,3073.0,2.0,1.0,1.0,0.0,Darebin City Council,-37.7304,145.0158,Northern Metropolitan,21650.0,2016.4
Reservoir,1,u,341000.0,PI,Ray,2016-11-07,11.2,3073.0,1.0,1.0,1.0,125.0,Darebin City Council,-37.711,145.0052,Northern Metropolitan,21650.0,2016.4
Reservoir,2,u,450000.0,S,Nelson,2016-11-07,11.2,3073.0,2.0,1.0,1.0,95.0,Darebin City Council,-37.7283,144.9991,Northern Metropolitan,21650.0,2016.4
Reservoir,2,u,410000.0,S,Love,2016-11-07,11.2,3073.0,2.0,1.0,1.0,180.0,Darebin City Council,-37.7283,145.0207,Northern Metropolitan,21650.0,2016.4
Reservoir,2,h,498000.0,S,Barry,2016-11-07,11.2,3073.0,2.0,1.0,3.0,310.0,Darebin City Council,-37.7288,145.0224,Northern Metropolitan,21650.0,2016.4
Reservoir,4,h,1030000.0,S,McGrath,2016-11-07,11.2,3073.0,4.0,2.0,3.0,630.0,Darebin City Council,-37.721,144.9952,Northern Metropolitan,21650.0,2016.4
Reservoir,3,h,998000.0,S,Nelson,2016-11-07,11.2,3073.0,3.0,2.0,3.0,479.0,Darebin City Council,-37.7271,144.9968,Northern Metropolitan,21650.0,2016.4
Reservoir,4,h,851000.0,S,hockingstuart,2016-11-07,11.2,3073.0,4.0,2.0,2.0,581.0,Darebin City Council,-37.6926,144.9861,Northern Metropolitan,21650.0,2016.4
Reservoir,2,u,427500.0,S,Love,2016-11-07,11.2,3073.0,2.0,1.0,1.0,146.0,Darebin City Council,-37.719,145.0014,Northern Metropolitan,21650.0,2016.4
Reservoir,3,h,777000.0,S,Nelson,2016-11-27,11.2,3073.0,3.0,1.0,2.0,480.0,Darebin City Council,-37.7265,144.9918,Northern Metropolitan,21650.0,2016.4
Reservoir,3,u,542000.0,S,Barry,2016-11-07,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.4
Reservoir,2,t,475000.0,S,Ray,2016-05-07,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.2
Reservoir,2,h,772000.0,S,Ray,2017-02-25,11.2,3073.0,2.0,1.0,1.0,0.0,Darebin City Council,-37.7106,145.0138,Northern Metropolitan,21650.0,2017.1
Reservoir,4,h,750500.0,S,Barry,2016-09-24,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,660000.0,PI,Jellis,2017-02-25,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.1
Reservoir,3,h,928000.0,S,Barry,2017-02-25,11.2,3073.0,3.0,1.0,1.0,696.0,Darebin City Council,-37.7218,145.015,Northern Metropolitan,21650.0,2017.1
